site,sample_id,latitude_wgs84,longitude_wgs84,date,rake_teeth_corr,species,rake_prop
Big Break,1,38.008862761688135,-121.7108554442108,2021-07-22,100,Myriophyllum_spicatum,100
Big Break,2,38.009637341338824,-121.72062691104637,2021-07-22,50,Elodea_canadensis,30
Big Break,2,38.009637341338824,-121.72062691104637,2021-07-22,50,Myriophyllum_spicatum,70
Big Break,3,38.0102111885029,-121.71171078235793,2021-07-22,100,Cabomba_caroliniana,10
Big Break,3,38.0102111885029,-121.71171078235793,2021-07-22,100,Elodea_canadensis,10
Big Break,3,38.0102111885029,-121.71171078235793,2021-07-22,100,Myriophyllum_spicatum,60
Big Break,3,38.0102111885029,-121.71171078235793,2021-07-22,100,Potamogeton_crispus,10
Big Break,4,38.011385107633096,-121.71722770702937,2021-07-22,100,Ceratophyllum_demersum,30
Big Break,4,38.011385107633096,-121.71722770702937,2021-07-22,100,Elodea_canadensis,40
Big Break,4,38.011385107633096,-121.71722770702937,2021-07-22,100,Myriophyllum_spicatum,30
Big Break,5,38.01142765553883,-121.72206764884086,2021-07-22,100,Elodea_canadensis,10
Big Break,5,38.01142765553883,-121.72206764884086,2021-07-22,100,Myriophyllum_spicatum,40
Big Break,5,38.01142765553883,-121.72206764884086,2021-07-22,100,Stuckenia_pectinata,50
Big Break,6,38.01168616979978,-121.7226784783778,2021-07-22,100,Myriophyllum_spicatum,80
Big Break,6,38.01168616979978,-121.7226784783778,2021-07-22,100,Stuckenia_pectinata,20
Big Break,7,38.01227539744526,-121.69650836960112,2021-07-22,100,Ceratophyllum_demersum,10
Big Break,7,38.01227539744526,-121.69650836960112,2021-07-22,100,Egeria_densa,10
Big Break,7,38.01227539744526,-121.69650836960112,2021-07-22,100,Potamogeton_richardsonii,50
Big Break,7,38.01227539744526,-121.69650836960112,2021-07-22,100,Stuckenia_pectinata,30
Big Break,8,38.012642863430706,-121.7113855694825,2021-07-22,40,Ceratophyllum_demersum,100
Big Break,9,38.01294426234186,-121.70655950541445,2021-07-22,100,Elodea_canadensis,100
Big Break,10,38.01324523280663,-121.70603649673642,2021-07-22,80,Ceratophyllum_demersum,20
Big Break,10,38.01324523280663,-121.70603649673642,2021-07-22,80,Elodea_canadensis,30
Big Break,10,38.01324523280663,-121.70603649673642,2021-07-22,80,Myriophyllum_spicatum,20
Big Break,10,38.01324523280663,-121.70603649673642,2021-07-22,80,Potamogeton_richardsonii,30
Big Break,11,38.01519645559859,-121.7075557623174,2021-07-22,0,NA,NA
Big Break,12,38.01561944247643,-121.71808627746036,2021-07-22,50,Stuckenia_pectinata,100
Big Break,13,38.01571190632184,-121.6867745031426,2021-07-22,100,Egeria_densa,100
Big Break,14,38.01585527093973,-121.69358237587834,2021-07-22,30,Stuckenia_pectinata,100
Big Break,15,38.0160894125461,-121.68636782891636,2021-07-22,100,Potamogeton_richardsonii,100
Big Break,16,38.01631501859649,-121.7020034381715,2021-07-22,30,Stuckenia_pectinata,100
Big Break,17,38.016584408986766,-121.68801315906737,2021-07-22,100,Potamogeton_richardsonii,100
Big Break,18,38.01724178343893,-121.72517014869098,2021-07-22,30,Ceratophyllum_demersum,30
Big Break,18,38.01724178343893,-121.72517014869098,2021-07-22,30,Egeria_densa,70
Big Break,19,38.017483628268074,-121.71491001969363,2021-07-22,40,Potamogeton_richardsonii,50
Big Break,19,38.017483628268074,-121.71491001969363,2021-07-22,40,Stuckenia_pectinata,50
Big Break,20,38.017691433008174,-121.68657627136872,2021-07-22,100,Potamogeton_richardsonii,60
Big Break,20,38.017691433008174,-121.68657627136872,2021-07-22,100,Stuckenia_pectinata,30
Big Break,20,38.017691433008174,-121.68657627136872,2021-07-22,100,Unidentified,10
Big Break,21,38.0181324412438,-121.70837899455468,2021-07-22,100,Najas_guadalupensis,30
Big Break,21,38.0181324412438,-121.70837899455468,2021-07-22,100,Potamogeton_richardsonii,20
Big Break,21,38.0181324412438,-121.70837899455468,2021-07-22,100,Stuckenia_pectinata,50
Big Break,22,38.018622131818184,-121.7181771418171,2021-07-22,70,Stuckenia_pectinata,100
Big Break,23,38.0188214379968,-121.70499674879234,2021-07-22,100,Ceratophyllum_demersum,10
Big Break,23,38.0188214379968,-121.70499674879234,2021-07-22,100,Egeria_densa,10
Big Break,23,38.0188214379968,-121.70499674879234,2021-07-22,100,Stuckenia_pectinata,80
Big Break,24,38.01914390889344,-121.72205149498453,2021-07-22,100,Potamogeton_richardsonii,80
Big Break,24,38.01914390889344,-121.72205149498453,2021-07-22,100,Stuckenia_pectinata,20
Big Break,25,38.01961067666757,-121.71416707744108,2021-07-22,50,Stuckenia_pectinata,100
Big Break,26,38.01971260870596,-121.69336752177844,2021-07-22,100,Ceratophyllum_demersum,20
Big Break,26,38.01971260870596,-121.69336752177844,2021-07-22,100,Potamogeton_richardsonii,60
Big Break,26,38.01971260870596,-121.69336752177844,2021-07-22,100,Stuckenia_pectinata,20
Big Break,27,38.02019522137886,-121.7123782628901,2021-07-22,60,Ceratophyllum_demersum,20
Big Break,27,38.02019522137886,-121.7123782628901,2021-07-22,60,Egeria_densa,80
Big Break,28,38.0211603749727,-121.72656682187902,2021-07-22,100,Potamogeton_richardsonii,80
Big Break,28,38.0211603749727,-121.72656682187902,2021-07-22,100,Stuckenia_pectinata,20
Big Break,29,38.02182427773915,-121.71823057404151,2021-07-22,100,Ceratophyllum_demersum,10
Big Break,29,38.02182427773915,-121.71823057404151,2021-07-22,100,Egeria_densa,90
Big Break,30,38.02356078199984,-121.7244404420324,2021-07-22,0,NA,NA
Franks Tract,31,38.01973843781592,-121.60321584565976,2021-07-20,100,Egeria_densa,20
Franks Tract,31,38.01973843781592,-121.60321584565976,2021-07-20,100,Unidentified,80
Franks Tract,32,38.019934496311656,-121.60309580994712,2021-07-20,0,NA,NA
Franks Tract,33,38.02139666233524,-121.60333450366196,2021-07-20,100,Ceratophyllum_demersum,30
Franks Tract,33,38.02139666233524,-121.60333450366196,2021-07-20,100,Potamogeton_richardsonii,70
Franks Tract,34,38.02308877027779,-121.59816842330368,2021-07-20,0,NA,NA
Franks Tract,35,38.023167585871526,-121.5981951979264,2021-07-20,100,Egeria_densa,40
Franks Tract,35,38.023167585871526,-121.5981951979264,2021-07-20,100,Potamogeton_nodosus,60
Franks Tract,36,38.024535262943495,-121.59954893351156,2021-07-20,100,Egeria_densa,20
Franks Tract,36,38.024535262943495,-121.59954893351156,2021-07-20,100,Elodea_canadensis,80
Franks Tract,37,38.02455425700785,-121.59881348315906,2021-07-20,100,Ceratophyllum_demersum,40
Franks Tract,37,38.02455425700785,-121.59881348315906,2021-07-20,100,Elodea_canadensis,60
Franks Tract,38,38.02464561195554,-121.60757468493654,2021-07-20,100,Stuckenia_pectinata,20
Franks Tract,38,38.02464561195554,-121.60757468493654,2021-07-20,100,Unidentified,70
Franks Tract,39,38.02525832533188,-121.61094717201836,2021-07-20,100,Unidentified,100
Franks Tract,40,38.025755639143235,-121.60249539480488,2021-07-20,100,Ceratophyllum_demersum,60
Franks Tract,40,38.025755639143235,-121.60249539480488,2021-07-20,100,Egeria_densa,40
Franks Tract,41,38.025794611627795,-121.61082407168978,2021-07-20,100,Egeria_densa,10
Franks Tract,41,38.025794611627795,-121.61082407168978,2021-07-20,100,Unidentified,90
Franks Tract,42,38.02588378023677,-121.61005415380956,2021-07-20,100,Ceratophyllum_demersum,90
Franks Tract,42,38.02588378023677,-121.61005415380956,2021-07-20,100,Egeria_densa,10
Franks Tract,43,38.026050063507704,-121.5997374853905,2021-07-20,30,Elodea_canadensis,20
Franks Tract,43,38.026050063507704,-121.5997374853905,2021-07-20,30,Stuckenia_pectinata,80
Franks Tract,44,38.028726641554535,-121.61043945785256,2021-07-20,100,Ceratophyllum_demersum,20
Franks Tract,44,38.028726641554535,-121.61043945785256,2021-07-20,100,Najas_guadalupensis,80
Franks Tract,45,38.028822003858906,-121.60169793519898,2021-07-20,100,Stuckenia_pectinata,30
Franks Tract,45,38.028822003858906,-121.60169793519898,2021-07-20,100,Unidentified,40
Franks Tract,46,38.0300390217044,-121.61317422948636,2021-07-20,100,Ceratophyllum_demersum,50
Franks Tract,46,38.0300390217044,-121.61317422948636,2021-07-20,100,Potamogeton_richardsonii,50
Franks Tract,47,38.03108498235983,-121.61615545770636,2021-08-17,0,NA,NA
Franks Tract,48,38.0313065215088,-121.616216017924,2021-08-17,100,Egeria_densa,30
Franks Tract,48,38.0313065215088,-121.616216017924,2021-08-17,100,Najas_guadalupensis,30
Franks Tract,48,38.0313065215088,-121.616216017924,2021-08-17,100,Unidentified,40
Franks Tract,49,38.031361236293115,-121.6065727226825,2021-07-20,20,Stuckenia_pectinata,100
Franks Tract,50,38.03212023991843,-121.5846383454844,2021-07-20,100,Egeria_densa,100
Franks Tract,51,38.03275287590838,-121.58735638838354,2021-07-20,50,Egeria_densa,30
Franks Tract,51,38.03275287590838,-121.58735638838354,2021-07-20,50,Potamogeton_richardsonii,70
Franks Tract,52,38.032941339777,-121.60314075384969,2021-07-20,100,Najas_guadalupensis,100
Franks Tract,52,38.032941339777,-121.60314075384969,2021-07-20,100,Potamogeton_richardsonii,0
Franks Tract,53,38.03435720811053,-121.59603955753452,2021-07-20,0,NA,NA
Franks Tract,54,38.0352199070404,-121.60106999147986,2021-07-20,20,Stuckenia_pectinata,100
Franks Tract,55,38.03565085899359,-121.59079960591149,2021-07-20,100,Ceratophyllum_demersum,50
Franks Tract,55,38.03565085899359,-121.59079960591149,2021-07-20,100,Egeria_densa,40
Franks Tract,56,38.036745642621305,-121.60027346089085,2021-07-20,100,Ceratophyllum_demersum,30
Franks Tract,56,38.036745642621305,-121.60027346089085,2021-07-20,100,Najas_guadalupensis,70
Franks Tract,57,38.039480173823215,-121.62470160806475,2021-08-17,100,Ceratophyllum_demersum,30
Franks Tract,57,38.039480173823215,-121.62470160806475,2021-08-17,100,Egeria_densa,20
Franks Tract,57,38.039480173823215,-121.62470160806475,2021-08-17,100,Elodea_canadensis,30
Franks Tract,57,38.039480173823215,-121.62470160806475,2021-08-17,100,Myriophyllum_spicatum,20
Franks Tract,57,38.039480173823215,-121.62470160806475,2021-08-17,100,Najas_guadalupensis,30
Franks Tract,58,38.04091998824493,-121.62068036899724,2021-08-17,100,Ceratophyllum_demersum,0
Franks Tract,58,38.04091998824493,-121.62068036899724,2021-08-17,100,Myriophyllum_spicatum,0
Franks Tract,58,38.04091998824493,-121.62068036899724,2021-08-17,100,Stuckenia_pectinata,90
Franks Tract,59,38.04300960614016,-121.62265354560483,2021-08-17,100,Algae,0
Franks Tract,59,38.04300960614016,-121.62265354560483,2021-08-17,100,Myriophyllum_spicatum,10
Franks Tract,59,38.04300960614016,-121.62265354560483,2021-08-17,100,Najas_guadalupensis,80
Franks Tract,59,38.04300960614016,-121.62265354560483,2021-08-17,100,Potamogeton_richardsonii,10
Franks Tract,60,38.045854046238226,-121.62661387748398,2021-08-17,50,Algae,0
Franks Tract,60,38.045854046238226,-121.62661387748398,2021-08-17,50,Ceratophyllum_demersum,50
Franks Tract,60,38.045854046238226,-121.62661387748398,2021-08-17,50,Potamogeton_richardsonii,30
Franks Tract,60,38.045854046238226,-121.62661387748398,2021-08-17,50,Stuckenia_pectinata,20
Franks Tract,61,38.04778492335788,-121.63026262158208,2021-08-17,100,Ceratophyllum_demersum,70
Franks Tract,61,38.04778492335788,-121.63026262158208,2021-08-17,100,Najas_guadalupensis,30
Franks Tract,62,38.047864755530306,-121.62834009620812,2021-08-17,100,Egeria_densa,100
Franks Tract,63,38.04807518648855,-121.64904250486136,2021-08-17,100,Algae,0
Franks Tract,63,38.04807518648855,-121.64904250486136,2021-08-17,100,Ceratophyllum_demersum,100
Franks Tract,63,38.04807518648855,-121.64904250486136,2021-08-17,100,Egeria_densa,0
Franks Tract,63,38.04807518648855,-121.64904250486136,2021-08-17,100,Potamogeton_richardsonii,0
Franks Tract,64,38.0485999719473,-121.62438275337875,2021-08-17,30,Egeria_densa,30
Franks Tract,64,38.0485999719473,-121.62438275337875,2021-08-17,30,Myriophyllum_spicatum,30
Franks Tract,64,38.0485999719473,-121.62438275337875,2021-08-17,30,Stuckenia_pectinata,30
Franks Tract,65,38.048694231520976,-121.65296512192552,2021-08-17,100,Egeria_densa,90
Franks Tract,65,38.048694231520976,-121.65296512192552,2021-08-17,100,Myriophyllum_spicatum,10
Franks Tract,66,38.04887799220923,-121.58443416439415,2021-07-20,20,Potamogeton_richardsonii,100
Franks Tract,67,38.04891936275633,-121.65471723565932,2021-08-17,0,NA,NA
Franks Tract,68,38.04940996766099,-121.64830799858608,2021-08-17,100,Ceratophyllum_demersum,100
Franks Tract,68,38.04940996766099,-121.64830799858608,2021-08-17,100,Egeria_densa,0
Franks Tract,68,38.04940996766099,-121.64830799858608,2021-08-17,100,Elodea_canadensis,0
Franks Tract,68,38.04940996766099,-121.64830799858608,2021-08-17,100,Potamogeton_richardsonii,0
Franks Tract,69,38.05068991952034,-121.62549679886769,2021-08-17,100,Egeria_densa,100
Franks Tract,69,38.05068991952034,-121.62549679886769,2021-08-17,100,Potamogeton_richardsonii,0
Franks Tract,70,38.05101320827061,-121.64847603350562,2021-08-17,100,Ceratophyllum_demersum,0
Franks Tract,70,38.05101320827061,-121.64847603350562,2021-08-17,100,Elodea_canadensis,100
Franks Tract,70,38.05101320827061,-121.64847603350562,2021-08-17,100,Potamogeton_richardsonii,0
Franks Tract,71,38.05120697756854,-121.63318775553728,2021-08-17,100,Egeria_densa,100
Franks Tract,71,38.05120697756854,-121.63318775553728,2021-08-17,100,Elodea_canadensis,0
Franks Tract,71,38.05120697756854,-121.63318775553728,2021-08-17,100,Potamogeton_crispus,0
Franks Tract,72,38.05137378125542,-121.62821505626368,2021-08-17,100,Egeria_densa,100
Franks Tract,73,38.05271805907965,-121.64246581452052,2021-08-17,100,Algae,0
Franks Tract,73,38.05271805907965,-121.64246581452052,2021-08-17,100,Ceratophyllum_demersum,40
Franks Tract,73,38.05271805907965,-121.64246581452052,2021-08-17,100,Elodea_canadensis,60
Franks Tract,74,38.05302658787067,-121.58398109687978,2021-07-20,80,Egeria_densa,70
Franks Tract,74,38.05302658787067,-121.58398109687978,2021-07-20,80,Potamogeton_richardsonii,30
Franks Tract,75,38.05312795887485,-121.64096601425292,2021-08-17,100,Egeria_densa,100
Franks Tract,76,38.05505090199814,-121.64105647411247,2021-08-17,30,Algae,0
Franks Tract,76,38.05505090199814,-121.64105647411247,2021-08-17,30,Stuckenia_pectinata,100
Franks Tract,77,38.05645195901066,-121.61288590794145,2021-07-20,100,Egeria_densa,100
Franks Tract,78,38.05665421453459,-121.64511840587186,2021-08-17,100,Egeria_densa,100
Franks Tract,79,38.05921803226899,-121.59809467935123,2021-07-20,50,Najas_guadalupensis,60
Franks Tract,79,38.05921803226899,-121.59809467935123,2021-07-20,50,Potamogeton_richardsonii,40
Franks Tract,80,38.06128474756246,-121.59892547431026,2021-07-20,100,Egeria_densa,100
